availability,size,total_sqft,bath,balcony,Pincode,price
18,3,1090,2,2,560066,43.5
18,3,2072,4,2,560066,155
18,3,2666,3,1,560066,230
18,3,1550,2,1,560066,89
18,3,1251,2,1,560066,50
18,3,1070,2,1,560066,53
18,3,1200,2,2,560066,45
18,3,1435,2,2,560066,60
18,3,1400,2,3,560066,45
18,3,2330,3,2,560066,94.71
18,3,1200,2,3,560066,60
18,3,1000,2,2,560066,40
18,3,1655,2,2,560066,62.89
18,3,3600,9,3,560066,240
18,3,600,1,1,560066,35
18,3,1175,2,1,560066,50
18,3,1155,2,2,560066,40.43
18,3,1200,3,2,560066,98
18,3,1149,2,2,560066,65
18,3,3200,4,2,560066,375
18,3,1010,2,2,560066,55
18,3,1718,3,2,560066,119
18,3,650,1,1,560066,20
18,3,1330,2,2,560066,77
18,3,1200,2,2,560066,68
18,3,1693,3,2,560066,89
18,3,1249,2,1,560066,165
18,3,1800,4,1,560066,125
18,3,900,2,0,560066,55
18,3,1020,2,1,560066,46
18,3,1700,3,2,560066,77
18,3,661,1,1,560066,40
18,3,1280,2,2,560066,60.16
18,3,1000,4,2,560066,90
18,3,1170,2,1,560066,48
18,3,933,2,1,560066,58
18,3,1150,2,0,560066,44
18,3,3633,6,2,560066,550
18,3,1380,3,3,560066,130
18,3,1050,2,1,560066,64.8
18,3,1080,2,1,560066,37.8
18,3,1303,2,1,560066,90
18,3,1196,2,2,560066,40.54
18,3,2500,3,2,560066,180
18,3,1200,4,1,560066,95
18,3,1250,3,2,560066,41
18,3,1419,2,3,560066,87
18,3,1200,2,3,560066,49
18,3,1120,2,2,560066,65
18,3,1245,2,1,560066,75
18,3,3978,4,3,560066,428
18,3,1093,2,1,560066,34
18,3,1025,1,1,560066,26.63
18,3,1345,2,1,560066,97
18,3,1500,2,1,560066,45
18,3,1180,2,1,560066,86
18,3,1020,2,1,560066,48.45
18,3,1800,3,3,560066,85
18,3,3621,4,1,560066,511
18,3,2008,3,2,560066,170
18,3,1240,2,2,560066,39.85
18,3,1020,2,1,560066,55
18,3,2095,3,2,560066,142
18,3,1362,3,2,560066,62.63
18,3,694,1,0,560066,30.84
18,3,1404,2,2,560066,70
18,3,1192,2,3,560066,47
18,3,1850,12,0,560066,300
18,3,1050,1,0,560066,35
18,3,1259,2,1,560066,67.48
18,3,1000,2,2,560066,34
18,3,985,2,1,560066,49.97
18,3,850,1,2,560066,60
18,3,1650,2,1,560066,50
18,3,2400,3,1,560066,320
18,3,1900,4,1,560066,180
18,3,1367,2,2,560066,86
18,3,1210,2,2,560066,81
18,3,1190,2,1,560066,48.6
18,3,1175,2,2,560066,42
18,3,2800,4,0,560066,400
18,3,1140,2,2,560066,40
18,3,1095,2,2,560066,33.6
18,3,782,1,0,560066,19.55
18,3,1435,2,2,560066,80
18,3,725,2,2,560066,36
18,3,1600,2,2,560066,88
18,3,1200,5,0,560066,160
18,3,3205,4,2,560066,300
18,3,720,3,1,560066,95
18,3,1674,3,0,560066,90
18,3,860,4,2,560066,125
18,3,1243,2,2,560066,46
18,3,1703,3,2,560066,130
18,3,1350,3,1,560066,71.55
18,3,1145,2,1,560066,41.21
18,3,1216,2,1,560066,75
18,3,1100,3,1,560066,60
18,3,2425,5,1,560066,201
18,3,2700,4,2,560066,175
18,3,1196,2,2,560066,40.54
18,3,1600,3,3,560066,90
18,3,1510,3,3,560066,47.57
18,3,3033,4,1,560066,326
18,3,780,2,1,560066,72
18,3,1194,2,2,560066,47
18,3,1250,2,2,560066,110
18,3,1480,4,1,560066,169
18,3,1250,4,1,560066,100
18,3,1350,4,2,560066,160
18,3,620,2,0,560066,48
18,3,1630,3,2,560066,60.65
18,3,1020,2,0,560066,45
18,3,1410,2,2,560066,53.58
18,3,1181.7,2,1,560066,100
18,3,1200,8,3,560066,270
18,3,1691,3,2,560066,113
18,3,1200,4,0,560066,83
18,3,1200,2,3,560066,60
18,3,1050,2,2,560066,50
18,3,1300,3,2,560066,77.99
18,3,1356,2,1,560066,94.84
18,3,1338,2,1,560066,103
18,3,500,1,1,560066,20
18,3,1280,2,1,560066,100
18,3,1531,3,3,560066,51.77
18,3,11000,4,1,560066,1600
18,3,620,1,1,560066,23.5
18,3,1605,2,2,560066,65
18,3,1917,3,2,560066,110
18,3,1200,3,1,560066,340
18,3,2750,3,2,560066,943
18,3,1400,3,2,560066,55
18,3,2625,3,3,560066,175
18,3,1100,2,1,560066,55
18,3,2041,3,3,560066,128
18,3,2070,4,2,560066,160
18,3,1110,3,3,560066,59
18,3,1650,3,1,560066,110
18,3,3565,4,3,560066,255
18,3,1033,2,2,560066,30.47
18,3,1142,2,2,560066,65
18,3,1500,2,2,560066,75
18,3,1502,3,3,560066,50
18,3,1176,2,1,560066,45
18,3,1063,2,1,560066,32.8
18,3,1100,2,1,560066,60
18,3,1044,2,2,560066,85
18,3,5400,3,2,560066,700
18,3,1216,2,2,560066,60
18,3,1425,3,2,560066,55
18,3,1200,8,2,560066,150
18,3,1345,2,2,560066,108
18,3,1248,2,1,560066,130
18,3,1830,4,2,560066,325
18,3,900,1,0,560066,130
18,3,3600,4,0,560066,245
18,3,1025,2,1,560066,35.88
18,3,840,1,1,560066,99
18,3,3050,2,0,560066,90
18,3,1424,2,2,560066,75
18,3,2500,3,1,560066,268
18,3,1200,6,0,560066,230
18,3,1285,2,2,560066,45
18,3,1450,2,1,560066,55.99
18,3,1160,2,1,560066,70
18,3,2700,3,0,560066,350
18,3,2000,2,2,560066,95
18,3,1125,2,1,560066,47.65
18,3,3900,4,2,560066,175
18,3,1133,2,1,560066,38.37
18,3,1240,2,2,560066,60
18,3,1466,3,3,560066,77.59
18,3,3870,4,2,560066,411
18,3,1610,2,2,560066,115
18,3,1220,3,2,560066,56
18,3,1225,2,2,560066,48
18,3,1300,2,1,560066,54
18,3,1996,4,1,560066,123
18,3,1320,2,2,560066,55
18,3,1800,3,2,560066,240
18,3,1835,3,3,560066,175
18,3,1435,3,2,560066,90
18,3,4097,3,0,560066,400
18,3,1601,3,3,560066,70
18,3,1257,2,2,560066,93
18,3,3596,5,1,560066,260
18,3,1309,2,2,560066,95
18,3,1362,2,0,560066,100
18,3,1115,2,1,560066,55
18,3,1870,3,2,560066,90
18,3,1322,2,1,560066,61.99
18,3,1450,2,1,560066,65
18,3,1185,2,2,560066,67
18,3,1790,3,3,560066,120
18,3,3450,4,2,560066,208
18,3,1050,2,2,560066,52.5
18,3,5400,4,2,560066,750
18,3,775,1,0,560066,39
18,3,1000,2,2,560066,48
18,3,1183,2,1,560066,77.25
18,3,1282,3,2,560066,178
18,3,425,1,1,560066,15
18,3,820,2,2,560066,30
18,3,2230,4,0,560066,792
18,3,1200,2,2,560066,52
18,3,1151,2,2,560066,43.6
18,3,1320,2,2,560066,59
18,3,1450,3,2,560066,68
18,3,1270,2,3,560066,50.79
18,3,1847,3,2,560066,123
18,3,1020,2,1,560066,49.87
18,3,1650,3,0,560066,95
18,3,2380,4,3,560066,242
18,3,2400,2,0,560066,78
18,3,1160,2,2,560066,44
18,3,2805,4,3,560066,154
18,3,1360,3,0,560066,47.6
18,3,1089,2,1,560066,49
18,3,1115,2,2,560066,60
18,3,1215,2,1,560066,45
18,3,1194,2,1,560066,51
18,3,1536,3,1,560066,104
18,3,1255,2,2,560066,55.5
18,3,1571,3,2,560066,83
18,3,900,1,0,560066,70
18,3,1517,2,2,560066,125
18,3,664,1,1,560066,35.4
18,3,1230,2,1,560066,58
18,3,1340,2,2,560066,72
18,3,1175,2,1,560066,29.38
18,3,3569,4,1,560066,600
18,3,1240,2,2,560066,43.1
18,3,1470,2,1,560066,44.1
18,3,525,0,0,560066,29.25
18,3,1680,3,2,560066,117
18,3,1000,2,2,560066,35
18,3,1071,2,1,560066,51
18,3,1512,3,0,560066,80
18,3,3435,2,1,560066,341
18,3,3144,3,1,560066,455
18,3,1190,2,1,560066,60
18,3,1550,2,3,560066,80
18,3,1283,2,2,560066,63.22
18,3,1325,2,2,560066,73
18,3,1105,2,1,560066,35.36
18,3,1600,3,2,560066,74.5
18,3,400,2,2,560066,35
18,3,1100,2,1,560066,44.55
18,3,2099,3,3,560066,147
18,3,1365,2,1,560066,72
18,3,1485,3,3,560066,132
18,3,1250,2,1,560066,55
18,3,1290,2,2,560066,56.12
18,3,1170,2,1,560066,46.79
18,3,1328,2,3,560066,91.06
18,3,1232,2,1,560066,87
18,3,1180,2,2,560066,88.5
18,3,1350,3,2,560066,66
18,3,3602,4,0,560066,280
18,3,2400,4,1,560066,145
18,3,1020,2,2,560066,32
18,3,1410,2,3,560066,49.34
18,3,2159,3,2,560066,120
18,3,1453,0,0,560066,16.5
18,3,1200,2,0,560066,66
18,3,1255,2,1,560066,57.5
18,3,1074,2,1,560066,42.79
18,3,1200,3,2,560066,72
18,3,1170,2,2,560066,35.41
18,3,1660,2,0,560066,100
18,3,900,6,1,560066,95
18,3,1850,3,0,560066,175
18,3,510,1,0,560066,34
18,3,1601,3,2,560066,95
18,3,952,2,1,560066,42
18,3,1166,2,3,560066,65
18,3,2700,2,1,560066,260
18,3,1900,3,1,560066,97
18,3,1350,2,0,560066,175
18,3,1520,2,2,560066,96
18,3,2100,6,3,560066,100
18,3,1175,2,2,560066,50
18,3,1432,2,2,560066,68
18,3,1005,2,1,560066,39.77
18,3,1309,2,1,560066,80
18,3,2251,4,2,560066,370
18,3,1050,2,1,560066,77
18,3,1100,3,2,560066,53
18,3,2400,3,3,560066,310
18,3,1565,2,2,560066,56.34
18,3,940,2,1,560066,56
18,3,1015,2,1,560066,40.1
18,3,2400,2,0,560066,360
18,3,1652,3,3,560066,110
18,3,1100,2,2,560066,52
18,3,2340,4,1,560066,145
18,3,1084,2,1,560066,179
18,3,1200,1,1,560066,81
18,3,1400,3,3,560066,69
18,3,2400,5,0,560066,320
18,3,1020,2,1,560066,27.43
18,3,1267,2,1,560066,90.33
18,3,2439,4,3,560066,185
18,3,1645,3,0,560066,95
18,3,1100,2,2,560066,75
18,3,1320,2,1,560066,38.12
18,3,1000,2,1,560066,29.7
18,3,5000,5,2,560066,550
18,3,2500,6,3,560066,58
18,3,2480,2,1,560066,160
18,3,1086,2,2,560066,44.5
18,3,416,1,1,560066,18
18,3,1066,2,1,560066,52.23
18,3,1730,3,1,560066,93
18,3,1205,2,1,560066,63.86
18,3,2500,5,2,560066,175
18,3,960,2,1,560066,55
18,3,1510,3,2,560066,83.05
18,3,1600,4,2,560066,90
18,3,2300,3,2,560066,142
18,3,1000,2,1,560066,63
18,3,1160,2,1,560066,46.39
18,3,1553,2,2,560066,58.23
18,3,3436,5,0,560066,345
18,3,1134,2,2,560066,45
18,3,600,4,2,560066,80
18,3,2400,3,3,560066,80
18,3,2400,4,1,560066,143
18,3,1350,2,2,560066,65
18,3,1032,2,1,560066,42
18,3,1998,3,2,560066,117
18,3,1225,2,2,560066,48
18,3,1262,2,2,560066,67
18,3,1842,3,2,560066,115
18,3,1300,2,0,560066,60
18,3,1070,2,2,560066,38.6
18,3,950,2,1,560066,33
18,3,1012,2,1,560066,53.58
18,3,1000,2,0,560066,70
18,3,1394,2,2,560066,56
18,3,1450,2,1,560066,85
18,3,527,1,0,560066,35
18,3,1693,3,2,560066,125
18,3,3122,6,2,560066,235
18,3,1000,2,1,560066,46
18,3,952,2,2,560066,49
18,3,2050,4,0,560066,270
18,3,1200,1,1,560066,14
18,3,1410,2,2,560066,64
18,3,1400,2,2,560066,108
18,3,3056,5,0,560066,100
18,3,1826,3,2,560066,125
18,3,1689,3,2,560066,103
18,3,1075,2,1,560066,31
18,3,2500,4,0,560066,1400
18,3,960,2,1,560066,48
18,3,808,2,1,560066,40
18,3,907,2,2,560066,38.5
18,3,1300,2,2,560066,55
18,3,1804,3,2,560066,150
18,3,1350,3,2,560066,81
18,3,1836,3,2,560066,125
18,3,826,2,2,560066,36
18,3,1200,2,3,560066,68
18,3,3000,3,3,560066,300
18,3,2400,4,2,560066,405
18,3,1460,2,0,560066,80
18,3,1200,4,3,560066,140
18,3,965,2,2,560066,56
18,3,2000,4,2,560066,95
18,3,1395,2,2,560066,70
18,3,1660,3,2,560066,116
18,3,935,2,2,560066,35
18,3,1180,2,1,560066,39
18,3,1090,2,1,560066,31.48
18,3,1204,2,1,560066,82
18,3,2072,4,2,560066,153
18,3,1056,2,1,560066,65
18,3,985,2,2,560066,62
18,3,1315,2,2,560066,49
18,3,734,2,1,560065,22
18,3,2900,4,2,560065,200
18,3,2317,4,3,560065,140
18,3,600,1,0,560065,45
18,3,2200,3,0,560065,115
18,3,656,2,1,560065,25
18,3,400,1,1,560065,11.5
18,3,666,1,1,560065,36.8
18,3,3293,5,2,560065,425
18,3,1174,2,1,560065,47
18,3,1153,2,2,560065,56.7
18,3,1000,4,1,560065,90
18,3,2400,5,2,560065,85
18,3,957,2,1,560065,47
18,3,910,2,2,560065,160
18,3,1060,2,1,560065,50
18,3,1000,2,1,560065,50
18,3,1843,3,2,560065,88
18,3,1150,2,2,560065,40.25
18,3,1230,2,2,560065,31.37
18,3,3197,5,2,560064,335
18,3,1703,3,2,560064,130
18,3,1125,2,1,560064,41.5
18,3,1516,3,3,560064,65
18,3,1130,2,2,560064,56
18,3,3596,5,1,560064,279
18,3,1512,3,2,560064,103
18,3,1491,3,1,560064,88
18,3,1250,2,2,560064,95
18,3,1650,3,2,560064,90.75
18,3,1140,2,1,560064,48.7
18,3,1200,4,1,560064,110
18,3,1881,3,0,560064,95
18,3,1100,3,2,560064,56.57
18,3,2666,4,1,560064,200
18,3,1500,2,1,560064,50
18,3,1217,2,1,560064,164
18,3,1197,2,1,560064,50
18,3,2400,4,1,560064,170
18,3,1345,3,2,560064,60
18,3,1200,4,2,560064,100
18,3,3230,5,0,560064,165
18,3,1260,2,1,560064,95
18,3,2750,5,1,560064,240
18,3,1200,2,0,560064,80
18,3,1650,3,0,560064,52
18,3,600,1,0,560064,45
18,3,1025,2,1,560064,35.88
18,3,973,2,1,560064,56
18,3,4110,4,2,560064,590
18,3,2533,3,3,560064,425
18,3,1007,2,1,560064,75
18,3,1830,3,1,560064,119
18,3,1077,2,1,560064,50
18,3,672,1,1,560064,27
18,3,1280,3,0,560064,87
18,3,865,2,0,560064,40
18,3,1000,2,2,560064,33
18,3,1285,2,2,560064,65
18,3,662,1,1,560064,29
18,3,2297,5,2,560064,269
18,3,3750,6,3,560064,295
18,3,1850,3,3,560064,95
18,3,1754,3,2,560064,132
18,3,1200,4,2,560064,150
18,3,2200,7,2,560064,350
18,3,1567,3,1,560064,100
18,3,1695,3,3,560064,50
18,3,360,2,1,560064,40
18,3,1150,2,1,560064,69.44
18,3,1690,3,2,560064,85
18,3,2350,3,2,560064,210
18,3,1057,2,1,560064,65
18,3,1320,2,1,560064,91
18,3,2119,4,3,560064,111
18,3,1125,2,1,560064,48
18,3,2254,3,2,560064,170
18,3,645,1,1,560064,34.18
18,3,1050,2,2,560064,52.08
18,3,1040,2,1,560064,41.6
18,3,1700,3,1,560064,194
18,3,1760,3,0,560064,115
18,3,1138,3,2,560064,128
18,3,984,2,1,560064,45.91
18,3,1140,2,2,560064,38.65
18,3,3596,3,1,560064,200
18,3,1365,3,2,560064,54
18,3,560,1,0,560064,19
18,3,1404,2,1,560064,75
18,3,1540,4,3,560064,45
18,3,1050,2,1,560064,39
18,3,360,4,3,560064,37
18,3,1550,3,3,560064,72.5
18,3,1653,3,3,560064,93
18,3,1194,2,2,560064,47
18,3,1471,2,3,560064,75
18,3,700,2,1,560064,35
18,3,812,2,1,560064,38.25
18,3,1504,2,2,560064,83
18,3,1450,3,2,560064,75
18,3,957,2,2,560064,54.5
18,3,460,1,1,560064,13
18,3,900,2,0,560064,128
18,3,1050,2,1,560064,75
18,3,1820,3,2,560064,85
18,3,1033,2,2,560064,32
18,3,800,1,1,560064,90
18,3,520,2,0,560064,29
18,3,1165,2,2,560064,88.5
18,3,1280,2,1,560064,61
18,3,1950,3,3,560064,230
18,3,600,1,0,560064,58
18,3,1550,3,3,560064,65.1
18,3,1392,2,1,560064,130
18,3,1221,3,3,560064,75
18,3,1000,1,1,560064,19
18,3,1300,2,2,560064,60
18,3,1065,2,3,560064,31.5
18,3,1209,2,3,560064,65
18,3,375,1,0,560064,40
18,3,7800,3,2,560064,2000
18,3,1929,4,1,560064,101
18,3,1255,2,1,560064,84
18,3,1035,2,1,560064,31.05
18,3,1200,5,2,560064,270
18,3,1650,3,2,560064,101
18,3,1275,2,3,560064,65
18,3,1128,2,1,560064,65.58
18,3,1140,2,2,560064,38.55
18,3,1200,4,2,560064,200
18,3,1183,2,2,560064,58.56
18,3,1155,2,1,560064,39
18,3,1245,2,2,560064,43.57
18,3,1000,2,1,560064,38
18,3,1040,2,1,560064,75
18,3,2062,3,0,560064,140
18,3,1477,2,2,560064,75
18,3,1050,3,3,560064,85
18,3,1525,2,2,560064,65
18,3,2000,0,0,560064,120
18,3,1220,2,1,560064,65
18,3,2388,3,1,560064,195
18,3,1355,2,1,560064,97.6
18,3,1141,2,1,560064,62
18,3,1046,2,0,560064,49.06
18,3,630,1,2,560064,35
18,3,1247,2,2,560064,62.35
18,3,3855,4,3,560064,220
18,3,850,2,1,560064,32.5
18,3,1120,2,2,560064,36
18,3,800,8,0,560064,285
18,3,1798,3,1,560064,110
18,3,1180,2,1,560064,45
18,3,1000,2,1,560064,34
18,3,1216,2,1,560064,82
18,3,900,2,0,560064,65
18,3,1100,2,0,560064,65
18,3,1842,3,2,560064,115
18,3,1075,2,1,560064,43
18,3,1495,3,3,560064,88
18,3,1700,3,3,560064,120
18,3,1564,3,1,560064,103
18,3,1256,2,1,560064,65
18,3,1047,2,1,560064,89
18,3,1458,3,1,560064,78.45
18,3,1063,2,1,560064,61.17
18,3,7400,5,0,560064,1850
18,3,1150,2,1,560064,52.5
18,3,450,1,1,560064,9
18,3,1360,2,0,560064,45
18,3,1605,3,2,560064,76
18,3,1200,4,2,560064,205
18,3,1810,3,2,560064,100
18,3,1250,2,2,560064,48.5
18,3,1475,2,2,560064,58.99
18,3,1100,3,0,560064,125
18,3,850,2,1,560064,25.4
18,3,1025,2,1,560064,26.65
18,3,980,2,1,560064,45
18,3,1428,2,1,560064,70
18,3,1130,2,0,560064,74
18,3,1592,3,0,560064,125
18,3,2050,3,3,560064,82
18,3,1407,2,1,560064,83.87
18,3,4170,3,2,560064,800
18,3,1585,3,1,560064,84
18,3,1785,3,2,560064,130
18,3,900,2,3,560064,45
18,3,1350,4,2,560064,160
18,3,1843,3,2,560064,96.2
18,3,2375,3,0,560064,260
18,3,1200,2,1,560064,67
18,3,1113,2,1,560064,52
18,3,1125,2,1,560064,47
18,3,1200,3,1,560064,56
18,3,1150,3,2,560064,45
18,3,770,1,1,560064,70
18,3,1181,2,2,560064,57
18,3,1550,3,3,560064,64.7
18,3,1200,2,0,560064,86
18,3,1295,2,2,560064,55.47
18,3,480,3,3,560064,65
18,3,1506,3,1,560064,95
18,3,1872,3,2,560064,152
18,3,2900,4,2,560064,240
18,3,1326,2,1,560064,35
18,3,1040,2,1,560064,33.28
18,3,1200,5,1,560064,90
18,3,1020,2,1,560064,48
18,3,1400,3,2,560064,90
18,3,4000,12,0,560064,160
18,3,812,1,1,560064,26
18,3,1100,2,1,560064,54
18,3,829,2,1,560064,22.8
18,3,750,4,3,560064,95
18,3,2700,4,2,560064,350
18,3,1500,3,1,560064,72.99
18,3,850,2,1,560064,25.99
18,3,1180,2,2,560064,60
18,3,5108,5,2,560064,995
18,3,2215,4,2,560064,150
18,3,1010,2,1,560064,36
18,3,1350,2,2,560064,60
18,3,1100,2,0,560064,50
18,3,1450,2,2,560064,62.93
18,3,1133,2,2,560064,40
18,3,1564,3,2,560064,100
18,3,640,1,0,560064,10.5
18,3,2072,4,2,560064,157
18,3,432,2,1,560064,65
18,3,1460,2,3,560064,51.1
18,3,600,2,1,560064,35
18,3,1050,2,2,560064,52.07
18,3,700,2,1,560064,35
18,3,1200,3,0,560064,66
18,3,654,1,1,560064,38
18,3,1105,2,2,560064,50
18,3,1800,3,3,560064,150
18,3,1200,2,2,560064,160
18,3,700,1,1,560064,30.84
18,3,1000,2,1,560064,51
18,3,3500,5,0,560064,350
18,3,1240,2,1,560064,63
18,3,1200,2,3,560064,45
18,3,1400,2,2,560064,80
18,3,1393,3,2,560064,54
18,3,1140,2,2,560064,50
18,3,1000,5,0,560064,130
18,3,1640,3,2,560064,70
18,3,1200,2,0,560064,62
18,3,720,2,2,560064,65
18,3,1650,3,3,560064,68
18,3,2496,4,2,560064,125
18,3,905,2,1,560064,32
18,3,1600,3,1,560064,125
18,3,1070,2,1,560064,45.48
18,3,8400,5,2,560064,1675
18,3,1200,2,2,560064,100
18,3,1800,5,2,560064,350
18,3,2600,4,2,560064,115
18,3,1145,2,2,560064,75
18,3,1495,3,2,560064,55
18,3,1200,2,1,560064,300
18,3,1400,3,2,560064,53
18,3,1558,3,2,560064,90
18,3,1007,2,1,560064,53
18,3,902,2,1,560064,25.26
18,3,1054,2,1,560064,53
18,3,1135,2,3,560064,39.73
18,3,996,2,2,560064,49
18,3,1275,2,2,560064,47
18,3,1250,2,0,560064,75
18,3,2502,4,2,560064,170
18,3,1394,2,3,560064,52
18,3,1243,2,2,560064,46
18,3,1216,2,1,560064,75
18,3,1075,2,1,560064,57
18,3,1500,3,3,560064,120
18,3,1708,3,1,560064,76
18,3,1500,3,1,560064,250
18,3,1800,4,3,560064,115
18,3,1532,2,1,560064,65
18,3,1726,3,2,560064,81.99
18,3,1220,2,2,560064,54.89
18,3,1100,2,2,560064,50
18,3,1530,3,3,560064,40
18,3,840,2,1,560064,28
18,3,1250,4,3,560064,39
18,3,1030,2,0,560064,35
18,3,1499,3,2,560064,89
18,3,1280,2,3,560064,55
18,3,1170,2,2,560064,59
18,3,2646,3,0,560064,99
18,3,1161,2,3,560064,36.69
18,3,1633,2,1,560064,72
18,3,1050,2,2,560064,65
18,3,1650,5,3,560064,309
18,3,418,2,1,560064,11.5
18,3,905,2,2,560064,50
18,3,1510,2,2,560064,55
18,3,1390,2,3,560064,60.47
18,3,1101,2,2,560064,66
18,3,2736,4,0,560064,130
18,3,2350,4,2,560064,163
18,3,1056,2,2,560064,55
18,3,1425,2,2,560064,49.88
18,3,1450,3,1,560064,70
18,3,1000,2,2,560064,34
18,3,575,1,1,560064,38
18,3,1350,2,2,560064,47.24
18,3,2000,2,0,560064,180
18,3,1770,3,2,560064,90
18,3,3155,3,2,560064,315
18,3,616,3,1,560064,45
18,3,745,1,0,560064,34.27
18,3,6500,7,1,560064,104
18,3,2400,4,1,560064,650
18,3,1547,2,2,560064,103
18,3,1713,3,1,560064,120
18,3,3300,4,2,560064,430
18,3,1135,4,1,560064,190
18,3,1856,4,2,560064,180
18,3,1152,2,1,560064,57
18,3,1100,2,1,560064,46.75
18,3,2357,3,2,560064,135
18,3,1820,4,2,560064,95
18,3,1865,3,1,560064,139
18,3,1240,2,2,560064,65
18,3,1360,3,1,560064,75
18,3,4200,4,2,560064,255
18,3,1450,2,2,560064,63.51
18,3,1139,2,2,560064,72
18,3,1565,2,2,560064,56
18,3,1200,3,2,560064,165
18,3,600,4,0,560064,77
18,3,1200,2,2,560064,39
18,3,1855,3,3,560064,140
18,3,1100,2,1,560064,55
18,3,1350,2,2,560064,65
18,3,2266,3,2,560064,207
18,3,660,1,1,560064,23
18,3,1490,2,1,560064,150
18,3,1083,2,1,560064,48
18,3,1232,2,1,560064,83
18,3,1550,3,1,560064,86.8
18,3,1227,2,2,560064,70
18,3,1059,2,2,560064,68
18,3,545,1,1,560064,29
18,3,1152,2,1,560064,54
18,3,870,1,1,560064,45
18,3,1210,2,1,560064,78
18,3,663,1,0,560064,46.1
18,3,1464,2,1,560064,135
18,3,1365,3,1,560064,80
18,3,1704,3,1,560064,120
18,3,1256,2,0,560064,73
18,3,883,2,0,560064,49
18,3,1080,2,1,560064,45
18,3,497,1,1,560064,25
18,3,1073,2,1,560064,52.36
18,3,3000,6,3,560064,250
18,3,1300,2,3,560064,32
18,3,662,1,0,560064,45
18,3,1200,2,2,560064,75
18,3,1550,3,3,560064,75
18,3,1707,3,2,560064,171
18,3,1310,2,2,560064,80.43
18,3,1577,3,2,560064,65
18,3,1324,3,2,560064,65
18,3,1786,2,2,560064,106
18,3,1174,2,1,560064,75
18,3,565,1,1,560064,33
18,3,1400,2,1,560064,95
18,3,635,1,1,560064,28
18,3,3000,8,2,560064,400
18,3,1368,2,1,560064,54.71
18,3,1450,3,3,560064,55
18,3,1045,2,2,560064,48
18,3,1128,2,1,560064,65.4
18,3,1125,2,1,560064,54
18,3,1195,2,1,560064,62.38
18,3,630,2,1,560064,70
18,3,1350,2,0,560064,105
18,3,1740,3,0,560064,120
18,3,877,2,1,560064,29
18,3,1770,4,1,560064,68
18,3,450,1,1,560064,15
18,3,1000,2,1,560064,55
18,3,1300,2,2,560064,78
18,3,1300,2,1,560064,42
18,3,985,2,1,560064,40.39
18,3,1045,2,2,560064,42
18,3,1250,2,1,560064,62.4
18,3,2400,4,1,560064,130
18,3,1194,2,2,560064,46
18,3,1420,3,3,560064,68
18,3,1720,3,3,560064,83
18,3,1530,2,2,560064,74.4
18,3,1200,2,0,560064,66
18,3,1570,3,3,560064,88
18,3,1157,2,1,560064,74
18,3,535,1,1,560064,20
18,3,1120,2,2,560064,39.2
18,3,1150,2,2,560064,60
18,3,2400,5,2,560064,200
18,3,1215,2,1,560064,68
18,3,1444,2,1,560064,75.97
18,3,2003,3,3,560064,200
18,3,1100,2,2,560064,70
18,3,900,2,1,560064,42
18,3,1372,2,1,560064,43.9
18,3,4500,5,3,560064,150
18,3,1180,2,1,560064,55.5
18,3,1096,2,2,560064,39
18,3,2504,3,3,560064,138
18,3,1350,2,2,560064,47.25
18,3,420,1,1,560064,23.5
18,3,1832,3,1,560062,116
18,3,1380,7,2,560062,130
18,3,940,2,1,560062,40
18,3,4290,5,3,560062,625
18,3,1020,2,1,560062,29.45
18,3,2500,6,0,560062,81
18,3,1400,2,2,560062,45
18,3,1675,3,2,560062,65
18,3,708,2,1,560062,32
18,3,1123,2,1,560062,36
18,3,1100,2,1,560062,49.49
18,3,1225,2,2,560062,71.05
18,3,1683,3,1,560062,140
18,3,410,1,1,560062,15
18,3,2400,2,2,560062,300
18,3,1350,4,1,560062,90
18,3,1475,2,2,560062,80
18,3,1120,2,2,560062,49
18,3,1150,2,1,560062,42
18,3,1165,2,1,560062,85
18,3,1756,3,2,560062,134
18,3,1409,2,2,560062,95
18,3,1212,2,1,560062,56.9
18,3,1140,2,2,560062,26.49
18,3,2087.01,3,2,560062,115
18,3,1700,3,1,560062,118
18,3,1110,2,1,560062,52
18,3,1000,2,1,560062,28.88
18,3,1550,7,3,560062,160
18,3,2704,5,0,560062,105
18,3,3760,2,0,560062,280
18,3,1600,5,2,560062,140
18,3,1205,2,2,560062,64.47
18,3,1418,2,2,560062,105
18,3,1650,3,3,560062,82
18,3,1200,7,2,560062,139
18,3,1150,2,1,560062,38
18,3,3071,4,0,560062,300
18,3,2400,5,2,560062,100
18,3,850,2,0,560062,34
18,3,1580,3,1,560062,83.74
18,3,1216,2,1,560062,84.03
18,3,381,1,1,560062,28
18,3,4600,9,2,560062,200
18,3,1040,2,1,560062,55
18,3,2429,3,1,560062,210
18,3,1260,2,1,560062,49
18,3,1498,3,2,560062,74.9
18,3,1200,2,2,560062,65
18,3,1355,2,1,560062,72.9
18,3,1450,3,1,560062,65
18,3,1860,3,2,560062,168
18,3,1240,2,2,560062,70
18,3,1300,2,2,560062,55
18,3,2500,5,2,560062,245
18,3,1950,4,2,560062,120
18,3,1625,2,2,560062,145
18,3,1200,2,2,560062,30
18,3,1101,2,2,560062,66
18,3,1216,2,1,560062,72.5
18,3,1250,2,3,560062,50
